"votes","seats"
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.642,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.644,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
0.646,0.897
